anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0063,2018,2018-04-30,2018-05-03,4,3,-1.99,-1.84,0.397,угнетение,стресс,0.71,['дефицит осадков'],"30 апреля – 3 мая 2018, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.8σ (минимум -2.0σ), это 0.40 по шкале NDVI. Осадки за 60 дней до эпизода: 26 мм при норме 47 мм (55 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0063,2018,2018-05-31,2018-06-09,10,4,-1.81,-1.62,0.203,угнетение,стресс,0.78,['дефицит осадков'],"31 мая – 9 июня 2018, 10 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.6σ (минимум -1.8σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 69 мм при норме 143 мм (48 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0063,2020,2020-04-07,2020-06-01,56,21,-2.56,-1.63,0.293,критическая,стресс,0.99,['дефицит осадков'],"7 апреля – 1 июня 2020, 56 дней, 21 наблюдение. NDVI ниже нормы в среднем на 1.6σ (минимум -2.6σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 0 мм при норме 11 мм (0 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0063,2021,2021-07-16,2021-08-03,19,9,-1.17,-0.96,0.168,угнетение,уборка,0.84,[],"16 июля – 3 августа 2021, 19 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.0σ (минимум -1.2σ), это 0.17 по шкале NDVI. Осадки за 60 дней до эпизода: 150 мм при норме 131 мм (115 % нормы). Подтверждено несколькими сенсорами: MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['modis', 's2']"
AOI-0063,2024,2024-06-17,2024-08-12,57,22,-1.53,-1.2,0.21,угнетение,стресс,0.99,['дефицит осадков'],"17 июня – 12 августа 2024, 57 дней, 22 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 72 мм при норме 140 мм (51 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0064,2013,2013-06-10,2013-06-27,18,5,-2.23,-1.69,0.3,критическая,стресс,0.75,[],"10 июня – 27 июня 2013, 18 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.2σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 90 мм при норме 116 мм (77 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0064,2015,2015-05-16,2015-06-09,25,5,-2.02,-1.64,0.29,критическая,стресс,0.78,[],"16 мая – 9 июня 2015, 25 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.0σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 116 мм при норме 79 мм (146 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0064,2017,2017-07-12,2017-07-16,5,3,-1.19,-1.16,0.24,угнетение,уборка,0.62,[],"12 июля – 16 июля 2017, 5 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.2σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 146 мм при норме 125 мм (116 % нормы). Дней жарче 30 °C за предшествующий месяц: 2 при норме 1. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0064,2017,2017-08-01,2017-08-11,11,4,-1.41,-1.2,0.181,угнетение,уборка,0.53,[],"1 августа – 11 августа 2017, 11 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.18 по шкале NDVI. Осадки за 60 дней до эпизода: 74 мм при норме 93 мм (80 % нормы). Дней жарче 30 °C за предшествующий месяц: 4 при норме 2. Все наблюдения эпизода с одного сенсора (Sentinel-2). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['s2']
AOI-0064,2018,2018-04-30,2018-05-03,4,3,-2.0,-1.88,0.407,угнетение,стресс,0.71,['дефицит осадков'],"30 апреля – 3 мая 2018, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.9σ (минимум -2.0σ), это 0.41 по шкале NDVI. Осадки за 60 дней до эпизода: 22 мм при норме 43 мм (50 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0064,2019,2019-06-17,2019-07-22,36,16,-2.04,-1.29,0.251,критическая,стресс,0.99,['дефицит осадков'],"17 июня – 22 июля 2019, 36 дней, 16 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -2.0σ), это 0.25 по шкале NDVI. Осадки за 60 дней до эпизода: 59 мм при норме 128 мм (46 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0064,2021,2021-04-15,2021-06-09,56,19,-3.07,-1.6,0.296,критическая,стресс,0.99,['избыток осадков'],"15 апреля – 9 июня 2021, 56 дней, 19 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -3.1σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 45 мм при норме 18 мм (249 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0064,2023,2023-05-12,2023-05-17,6,3,-1.37,-1.17,0.232,угнетение,стресс,0.57,['избыток осадков'],"12 мая – 17 мая 2023, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 105 мм при норме 65 мм (162 % нормы). Все наблюдения эпизода с одного сенсора (Sentinel-2). Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.",['s2']
AOI-0065,2010,2010-07-21,2010-08-22,33,6,-1.48,-1.2,0.212,угнетение,уборка,0.84,[],"21 июля – 22 августа 2010, 33 дня, 6 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 91 мм при норме 127 мм (71 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 1. Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis']"
AOI-0065,2013,2013-06-10,2013-06-19,10,3,-2.05,-1.64,0.249,критическая,стресс,0.64,[],"10 июня – 19 июня 2013, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.6σ (минимум -2.0σ), это 0.25 по шкале NDVI. Осадки за 60 дней до эпизода: 86 мм при норме 121 мм (71 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0065,2015,2015-04-07,2015-05-24,48,9,-2.55,-1.63,0.321,критическая,стресс,0.99,['избыток осадков'],"7 апреля – 24 мая 2015, 48 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.6σ), это 0.32 по шкале NDVI. Осадки за 60 дней до эпизода: 23 мм при норме 8 мм (283 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0065,2017,2017-04-13,2017-05-05,23,8,-2.0,-1.7,0.364,угнетение,стресс,0.96,['дефицит осадков'],"13 апреля – 5 мая 2017, 23 дня, 8 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.0σ), это 0.36 по шкале NDVI. Осадки за 60 дней до эпизода: 11 мм при норме 21 мм (53 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0065,2019,2019-04-08,2019-04-28,21,8,-1.51,-1.3,0.292,угнетение,стресс,0.85,[],"8 апреля – 28 апреля 2019, 21 день, 8 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 7 мм при норме 11 мм (65 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0065,2021,2021-05-15,2021-06-06,23,7,-1.45,-1.14,0.187,угнетение,стресс,0.93,['избыток осадков'],"15 мая – 6 июня 2021, 23 дня, 7 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.5σ), это 0.19 по шкале NDVI. Осадки за 60 дней до эпизода: 143 мм при норме 75 мм (190 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0065,2022,2022-07-29,2022-08-15,18,10,-1.39,-1.19,0.209,угнетение,уборка,0.84,[],"29 июля – 15 августа 2022, 18 дней, 10 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 83 мм при норме 110 мм (76 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 2. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0065,2024,2024-06-09,2024-08-24,77,29,-2.18,-1.51,0.258,критическая,стресс,0.99,['дефицит осадков'],"9 июня – 24 августа 2024, 77 дней, 29 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.2σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 59 мм при норме 121 мм (49 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0065,2024,2024-09-08,2024-09-16,9,4,-1.05,-1.03,0.107,угнетение,стресс,0.52,[],"8 сентября – 16 сентября 2024, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.0σ (минимум -1.1σ), это 0.11 по шкале NDVI. Осадки за 60 дней до эпизода: 39 мм при норме 65 мм (61 % нормы). Дней жарче 30 °C за предшествующий месяц: 1 при норме 0. Все наблюдения эпизода с одного сенсора (Sentinel-2). Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.",['s2']
AOI-0069,2012,2012-05-08,2012-07-02,56,5,-1.76,-1.18,0.205,угнетение,стресс,0.91,['дефицит осадков'],"8 мая – 2 июля 2012, 56 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.8σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 17 мм при норме 40 мм (41 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0069,2015,2015-04-15,2015-06-18,65,12,-1.88,-1.39,0.291,угнетение,стресс,0.9,[],"15 апреля – 18 июня 2015, 65 дней, 12 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.9σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 25 мм при норме 17 мм (145 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0069,2017,2017-04-27,2017-06-10,45,14,-1.74,-1.39,0.299,угнетение,стресс,0.9,[],"27 апреля – 10 июня 2017, 45 дней, 14 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 42 мм при норме 29 мм (148 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0069,2019,2019-04-23,2019-05-20,28,10,-1.43,-1.22,0.3,угнетение,стресс,0.99,['избыток осадков'],"23 апреля – 20 мая 2019, 28 дней, 10 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 60 мм при норме 27 мм (217 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0069,2020,2020-04-27,2020-06-16,51,15,-1.69,-1.37,0.275,угнетение,стресс,0.9,[],"27 апреля – 16 июня 2020, 51 день, 15 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.27 по шкале NDVI. Осадки за 60 дней до эпизода: 19 мм при норме 30 мм (63 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0070,2010,2010-04-24,2010-05-02,9,3,-1.31,-1.21,0.218,угнетение,низкое качество данных,0.29,[],"24 апреля – 2 мая 2010, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.22 по шкале NDVI. Осадки за 60 дней до эпизода: 33 мм при норме 29 мм (114 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0070,2012,2012-05-24,2012-06-25,33,3,-1.94,-1.46,0.204,угнетение,стресс,0.84,['дефицит осадков'],"24 мая – 25 июня 2012, 33 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.5σ (минимум -1.9σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 27 мм при норме 81 мм (33 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0070,2012,2012-07-27,2012-08-12,17,3,-1.33,-1.28,0.122,угнетение,уборка,0.53,[],"27 июля – 12 августа 2012, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.3σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 61 мм при норме 67 мм (92 % нормы). Дней жарче 30 °C за предшествующий месяц: 2 при норме 4. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['landsat']
AOI-0070,2012,2012-09-29,2012-10-22,24,3,-1.43,-1.27,0.169,угнетение,низкое качество данных,0.36,[],"29 сентября – 22 октября 2012, 24 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.4σ), это 0.17 по шкале NDVI. Осадки за 60 дней до эпизода: 28 мм при норме 38 мм (74 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0070,2014,2014-05-25,2014-06-10,17,5,-1.43,-1.22,0.209,угнетение,стресс,0.74,[],"25 мая – 10 июня 2014, 17 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 54 мм при норме 81 мм (67 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0070,2014,2014-10-05,2014-10-28,24,4,-1.33,-1.19,0.161,угнетение,стресс,0.74,[],"5 октября – 28 октября 2014, 24 дня, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.16 по шкале NDVI. Осадки за 60 дней до эпизода: 36 мм при норме 40 мм (90 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0070,2018,2018-04-30,2018-06-18,50,15,-1.51,-1.19,0.205,угнетение,стресс,0.9,[],"30 апреля – 18 июня 2018, 50 дней, 15 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 19 мм при норме 31 мм (62 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0070,2020,2020-04-12,2020-04-19,8,3,-1.23,-1.13,0.188,угнетение,стресс,0.73,['дефицит осадков'],"12 апреля – 19 апреля 2020, 8 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.19 по шкале NDVI. Осадки за 60 дней до эпизода: 3 мм при норме 14 мм (19 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0070,2020,2020-05-02,2020-05-27,26,9,-1.33,-1.14,0.212,угнетение,стресс,0.88,[],"2 мая – 27 мая 2020, 26 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 22 мм при норме 32 мм (70 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0070,2020,2020-10-05,2020-10-12,8,3,-1.8,-1.37,0.182,угнетение,стресс,0.73,['дефицит осадков'],"5 октября – 12 октября 2020, 8 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.8σ), это 0.18 по шкале NDVI. Осадки за 60 дней до эпизода: 2 мм при норме 46 мм (3 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0070,2023,2023-05-12,2023-05-15,4,3,-1.1,-1.07,0.202,угнетение,стресс,0.71,['избыток осадков'],"12 мая – 15 мая 2023, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 74 мм при норме 43 мм (170 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0070,2024,2024-10-13,2024-10-24,12,4,-1.14,-1.09,0.148,угнетение,стресс,0.78,['дефицит осадков'],"13 октября – 24 октября 2024, 12 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.15 по шкале NDVI. Осадки за 60 дней до эпизода: 2 мм при норме 58 мм (3 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0071,2018,2018-05-17,2018-06-07,22,6,-1.59,-1.36,0.188,угнетение,стресс,0.8,[],"17 мая – 7 июня 2018, 22 дня, 6 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.6σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0071,2022,2022-05-27,2022-06-01,6,3,-1.33,-1.27,0.189,угнетение,стресс,0.62,[],"27 мая – 1 июня 2022, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.3σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0071,2024,2024-05-21,2024-07-30,71,25,-1.9,-1.32,0.159,угнетение,стресс,0.9,[],"21 мая – 30 июля 2024, 71 день, 25 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.9σ), это 0.16 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0071,2024,2024-08-14,2024-10-15,63,21,-1.51,-1.15,0.107,угнетение,уборка,0.9,[],"14 августа – 15 октября 2024, 63 дня, 21 наблюдение. NDVI ниже нормы в среднем на 1.1σ (минимум -1.5σ), это 0.11 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
AOI-0075,2010,2010-07-19,2010-08-29,42,4,-1.68,-1.38,0.284,угнетение,стресс,0.78,[],"19 июля – 29 августа 2010, 42 дня, 4 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.28 по шкале NDVI. Осадки за 60 дней до эпизода: 74 мм при норме 97 мм (76 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0075,2012,2012-07-27,2012-08-12,17,3,-1.53,-1.41,0.283,угнетение,стресс,0.68,[],"27 июля – 12 августа 2012, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.28 по шкале NDVI. Осадки за 60 дней до эпизода: 100 мм при норме 99 мм (101 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0075,2013,2013-07-12,2013-07-27,16,3,-1.31,-1.15,0.253,угнетение,стресс,0.67,[],"12 июля – 27 июля 2013, 16 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.25 по шкале NDVI. Осадки за 60 дней до эпизода: 97 мм при норме 101 мм (97 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0075,2017,2017-04-29,2017-05-06,8,4,-1.54,-1.31,0.256,угнетение,стресс,0.67,[],"29 апреля – 6 мая 2017, 8 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 66 мм при норме 48 мм (137 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0075,2018,2018-06-28,2018-07-09,12,4,-1.64,-1.41,0.296,угнетение,стресс,0.78,['дефицит осадков'],"28 июня – 9 июля 2018, 12 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.6σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 58 мм при норме 97 мм (60 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0075,2019,2019-05-17,2019-05-24,8,4,-1.77,-1.51,0.256,угнетение,стресс,0.77,['избыток осадков'],"17 мая – 24 мая 2019, 8 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.5σ (минимум -1.8σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 143 мм при норме 76 мм (187 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0075,2020,2020-08-21,2020-09-12,23,11,-1.52,-1.27,0.212,угнетение,стресс,0.86,[],"21 августа – 12 сентября 2020, 23 дня, 11 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 59 мм при норме 80 мм (74 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0075,2021,2021-06-27,2021-08-28,63,28,-2.32,-1.74,0.329,критическая,стресс,0.9,[],"27 июня – 28 августа 2021, 63 дня, 28 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.3σ), это 0.33 по шкале NDVI. Осадки за 60 дней до эпизода: 146 мм при норме 96 мм (152 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0076,2017,2017-08-14,2017-08-19,6,4,-1.24,-1.18,0.186,угнетение,уборка,0.66,[],"14 августа – 19 августа 2017, 6 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.2σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0076,2018,2018-04-28,2018-05-06,9,4,-1.2,-1.11,0.204,угнетение,стресс,0.67,[],"28 апреля – 6 мая 2018, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.20 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0076,2019,2019-06-20,2019-07-23,34,14,-1.84,-1.42,0.271,угнетение,стресс,0.9,[],"20 июня – 23 июля 2019, 34 дня, 14 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.8σ), это 0.27 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
